protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01112ups|RASH_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	329940752.0941271	330643093.9338105	329293026.0303034	3	1.3845180703550959e-06	-11.09647985539346	True	2.459419576979833e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	217688846.0910956	218813827.09271437	218729469.23290256	3	2.7199625502292093e-06	-10.501236901863669	True	4.918839153959666e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00893	149432.44666087345	138047.23437500003	164592.61626007524	7380930.518949194	7461648.846264694	7367951.478033885	3	4.708392701623559e-06	-5.61854655130688	True	7.3782587309395e-05	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	338675468.15070534	335710326.8924647	336598217.82351065	3	6.793048958471234e-06	-11.126919050074525	True	9.837678307919332e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	773196948.2625265	768583339.2924563	764177615.5138379	3	1.1478221251072355e-05	-12.316525042409756	True	0.00012297097884899163	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	380858405.4686918	375980926.0381168	377697441.642314	3	1.427022439885556e-05	-11.293262237712783	True	0.00014756517461879	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	67719583.6646254	66978074.32333987	67962863.37065372	3	1.9072083708007593e-05	-8.808295848268786	True	0.0001721593703885883	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	267621151.3441758	266509392.353008	263640027.0198916	3	1.9897757702376044e-05	-10.785204675977658	True	0.00019675356615838664	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	401741516.9651031	406360703.0140445	408324754.3951289	3	2.3167989635416113e-05	-11.3938085803467	True	0.00022134776192818495	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	10588652.51205556	13676857.974196477	25855876.16532261	168254238.38243696	177352285.0647921	168878774.23850554	0	4.075139615686176e-05	-3.3596316164500686	False	0.00024594195769798326	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	146996656.15627876	145568425.93218678	143736891.30531818	3	4.211780979330074e-05	-9.914557770773582	False	0.0002705361534677816	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	336138144.8366484	344383312.9386097	340131222.44644713	3	4.899215054430679e-05	-11.140650879000342	False	0.00029513034923758	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	405777530.4212335	415076009.6418518	415101738.659043	3	5.67884445856813e-05	-11.416785408947815	False	0.0003197245450073783	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	434543698.8943729	423816128.2085838	433724763.7436868	3	6.410518057919757e-05	-11.480859390833665	False	0.0003443187407771766	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A972	4601410069.778928	4837916998.291081	4850050913.379152	2756164352.099669	2691444895.615732	2968703050.315583	0	7.40053501805034e-05	0.7636829733102751	False	0.0003689129365469749	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	522883883.6792113	537024546.8701208	523305878.1070148	3	7.749615611377732e-05	-11.774015422861002	False	0.0003935071323167733	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	321802783.5552863	313095122.1478624	321727279.00459087	3	8.220163615246611e-05	-11.047184544843214	False	0.0004181013280865716	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	233745227.58395463	239657993.3670786	232680222.86919472	3	8.511220367826156e-05	-10.609069460715702	False	0.0004426955238563699	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	3402283.247047685	3246163.8646044056	2896624.177342191	44512052.48400537	46508978.01033519	46089617.83769521	0	9.259424486332395e-05	-3.8444408356135575	False	0.00046728971962616824	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	355297562.3603392	365946205.8892867	355825192.92780066	3	9.320164654959429e-05	-11.218269490472435	False	0.0004918839153959665	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	557019275.6713486	547212837.2331045	565938585.547518	3	9.438505530544491e-05	-11.85115442634254	False	0.0005164781111657649	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0AFY2	149432.44666087345	138047.23437500003	164592.61626007524	14809872.955651555	14935356.489210404	15307841.375184083	3	9.726962085592126e-05	-6.63892812041941	False	0.0005410723069355632	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P21420	272773873.0915979	270910192.9958823	276965650.14067733	232057024.13359556	234324240.62571672	238199355.5927466	0	0.00010735205000661628	0.22000176384529427	False	0.0005656665027053616	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	956416304.8067888	979543060.7996516	995021085.0177352	3	0.00013182830921324926	-12.662542212035705	False	0.00059026069847516	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	910117206.3750288	910147052.6238724	943532166.7418724	3	0.00014605824544193014	-12.577810220991537	False	0.0006148548942449582	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0AF70	2187455.660138458	2055453.1598270664	1797475.2649450672	4226626.194645986	4602381.625188687	4625079.012591065	0	0.00015156884079222082	-1.1553322814019802	False	0.0006394490900147565	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	331800763.7420252	345328782.9896395	343256502.55618495	3	0.00015306076997937768	-11.140273946291867	False	0.0006640432857845549	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A9C5	1527835092.1866653	1510204249.26166	1508291222.136203	1386301234.7301652	1386066687.6002812	1405218518.0550177	0	0.00015870082812765798	0.12203290622091588	False	0.0006886374815543532	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	31417615.529299248	30068977.492392525	30535392.532825228	3	0.00016692593631851765	-7.669281262594813	False	0.0007132316773241516	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	151234310.93709183	152674882.6976222	157801523.72956243	3	0.00016792037253991328	-9.996219992770284	False	0.0007378258730939498	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0ABF4	149432.44666087345	138047.23437500003	164592.61626007524	2201748.539592813	2129783.248895205	2081597.4518469512	3	0.0001696313832293775	-3.8264030632839328	False	0.0007624200688637481	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	1244739465.565179	1261920397.0173388	1300813568.9094076	3	0.0001707977771929579	-13.039992836259676	False	0.0007870142646335466	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P77330	695409417.0239407	727413501.4866769	697385291.7226508	502614239.2723292	518160372.9630043	532333933.7612773	0	0.0001836419415823284	0.44904728583666087	False	0.0008116084604033449	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P52613	959443.2725842134	930268.3594288916	851539.6529951273	93841.55183863256	148015.85520833576	99612.2046666981	3	0.00018610676383451946	3.005005483104144	False	0.0008362026561731432	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	347074001.63607657	351248841.92229813	363200609.626903	3	0.00018661502460969658	-11.197295112967096	False	0.0008607968519429415	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A917	783826672.3952037	786814736.6036085	795479785.3452939	703030571.6653677	702165448.4370471	688087390.5935668	0	0.000199266135442223	0.17675631936966624	False	0.0008853910477127398	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
Q2M7R5	10212616.336368786	10384825.830269745	10602541.639904128	12238980.683114124	12566172.085084865	12419860.987438455	0	0.00020095655640739918	-0.25472710162364076	False	0.0009099852434825382	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	462427373.6233579	438732824.8496591	445505619.15941954	3	0.0002464570382504398	-11.54055074930054	False	0.0009345794392523365	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	786139719.1493659	776487779.5723228	745767608.3706667	3	0.0002502328797625748	-12.318049044789989	False	0.0009591736350221348	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	81517985.14392073	86211258.64066447	84395106.54858181	3	0.0002650503459461022	-9.123366233082486	False	0.000983767830791933	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P43337	882067.0220655231	930995.3207419936	961992.9217113018	1274840.841153991	1351488.6417824128	1315907.532869688	0	0.00027023665283017553	-0.5064980142784238	False	0.0010083620265617316	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P0A858	2221991260.3434286	2253514447.4552617	2287208194.587976	2558569232.2462626	2591493354.947257	2534905340.706696	0	0.00027854420673699475	-0.18443691742554974	False	0.0010329562223315297	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	51733766.20065589	51944970.03754112	49290824.48955795	3	0.00028024781383191626	-8.402475372652232	False	0.001057550418101328	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	268033725.7114385	272560991.404775	283699698.1744687	3	0.0002871657704399612	-10.83239049217253	False	0.0010821446138711264	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	550706524.0904334	552186922.2332737	522992741.9518152	3	0.00030691956919614937	-11.81238513919066	False	0.0011067388096409247	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	760056167.5295558	802461118.7072657	761124484.0523251	3	0.0003248267060139725	-12.327546536025874	False	0.0011313330054107233	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	717863567.8626156	736380203.438105	763821599.9229383	3	0.0003260044262748906	-12.26046075211754	False	0.0011559272011805214	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	13305568.04857938	16007292.39426729	15315845.319548126	439824633.22776335	419925948.0121266	413413631.2304368	0	0.00033154707508688594	-4.834302730664396	False	0.00118052139695032	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0A6K6	902778346.7741488	899664492.6837014	890779625.2306931	835544132.3114146	844458250.159759	845644356.2790494	0	0.0003385154656067693	0.09268053976050387	False	0.001205115592720118	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P22524	80826501.42025419	78947659.9742915	80722544.17462926	93743833.21076287	91627135.15660132	91242299.64023736	0	0.00035662164325144354	-0.20185322687867702	False	0.0012297097884899164	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P09551	149432.44666087345	138047.23437500003	164592.61626007524	1352581.693280152	1450134.391665609	1354788.0040322498	3	0.0003667872643836235	-3.201092264389213	False	0.0012543039842597148	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	543924569.7944372	541286347.5613279	510715059.0473064	3	0.0004013282984674181	-11.785552603425076	False	0.001278898180029513	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P0ABZ6	486747710.8868308	496736202.1527072	494073195.91537	541928233.6547445	541711187.7091281	532411783.8186935	0	0.00044424945532272307	-0.12925901815800986	False	0.0013034923757993114	True	False	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P31061	1358871.4259994123	1203904.02516339	1318674.9673066176	93841.55183863256	148015.85520833576	99612.2046666981	3	0.0004725514666078509	3.5067667586492335	False	0.0013280865715691098	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	2007628387.8879063	2033181576.673556	2158327626.359107	3	0.0005074347853478903	-13.74322639182455	False	0.0013526807673389081	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	149432.44666087345	138047.23437500003	164592.61626007524	229682058.111788	249553390.24995852	243751842.6596124	3	0.000599466374244423	-10.643201058826058	False	0.0013772749631087064	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
