protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS	63055647.48882715	59346601.26122401	61909351.17117973	118842247.76668482	117110999.46036609	120687934.3300971	0	2.928228204869678e-06	-0.952326429429547	True	2.4533856722276743e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
P01375ups|TNFA_HUMAN_UPS	5184754.268757538	6149879.297069974	5627641.700842705	13101223.696450854	12514503.404258093	12392458.39585864	0	5.818037523207376e-05	-1.163980451369478	False	4.9067713444553486e-05	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS	35824596.22791598	35500019.71019655	36476726.934785314	68985836.58114254	70569551.72386664	71357640.85929927	0	6.350051411470262e-05	-0.9682730707106049	False	7.360157016683024e-05	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P01127ups|PDGFB_HUMAN_UPS	11280809.777711418	13055663.483299794	12507563.469631094	24994328.76615699	23078845.71063087	23448230.19857529	0	0.00013543428105188023	-0.9569439356346159	False	9.813542688910697e-05	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS	6084054.633940643	6627004.175227329	6856957.97848717	11855848.81491705	11117921.25186689	11045298.364933811	0	0.0001687304300366626	-0.7978460885152883	False	0.0001226692836113837	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P06396ups|GELS_HUMAN_UPS	9027148.047500394	10187621.168351209	10895716.335582742	19237073.04446461	19998963.52958714	20507219.574375108	0	0.00025792582321074143	-0.9885098974163626	False	0.00014720314033366048	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
Q15843ups|NEDD8_HUMAN_UPS	5444350.022396563	5544510.011923314	4474432.407410448	10634757.916139368	11365610.841740284	10335737.239730883	0	0.00027094794793179367	-1.064298425621125	False	0.0001717369970559372	False	True	Human	True	False	False	False	diann231	directlfq	min	0.5
P0A6P7	180609554.07103744	181928839.6655065	182432183.441279	173308067.0079974	171522293.7301136	171443904.8584435	0	0.00032521835770868044	0.07804065448993318	False	0.00019627085377821394	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P24175	117323.42246939546	103591.07812500007	116595.60911539024	1464734.5482785865	1528923.2816804822	1566105.697322981	3	0.0003387927227184246	-3.7559563849755992	False	0.00022080471050049067	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
P0ADZ7	315811393.51332814	321616124.6336117	322666511.1615076	283294613.69257605	288157011.8070908	289645482.633292	0	0.0003459379309389424	0.1569997636256976	False	0.0002453385672227674	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	0.5
