protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62988ups|UBIQ_HUMAN_UPS	2464009.1290656924	2211950.850303381	2260721.1943521383	18385257.989625487	18332895.458392028	18053971.17705078	0	7.517473783024765e-08	-2.981124362429595	True	2.4295432458697766e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	474918934.6496185	475712756.0330055	476392636.4078516	3	7.755170530106406e-07	-11.676616153803323	True	4.859086491739553e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	153182989.80701074	153752570.97784156	153396385.32442385	3	9.491563384181678e-07	-10.044352695821013	True	7.288629737609331e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	405463060.403004	406008657.5971181	402226882.5650883	3	8.486342368405097e-06	-11.443016424180577	True	9.718172983479106e-05	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	191947592.9401981	191638863.38942084	189731006.6364643	3	1.3047732030039418e-05	-10.361012353139339	True	0.00012147716229348882	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	13563427.061514108	13682934.28704905	13837939.532985058	3	1.7784211786937608e-05	-6.558337251861186	True	0.00014577259475218661	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	250835686.21953723	254270854.53576773	253831983.6301109	3	1.8153961983470825e-05	-10.76566115870173	True	0.00017006802721088437	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	173376114.85520518	170504276.11938542	170528977.02849728	3	3.0807873106457764e-05	-10.204595045745211	False	0.00019436345966958212	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	159601024.9503515	162518809.21002263	162147755.72933534	3	3.216690746436663e-05	-10.11748258196658	False	0.00021865889212827988	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	161519.54411804583	160629.31250000015	113784.0634859636	599213166.1393784	599656179.5254967	609935636.8861717	3	3.375142924362989e-05	-12.01864309581296	False	0.00024295432458697764	True	True	Human	True	False	False	True	diann231	directlfq	min	1.660964047443681
