protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	985787.4086936876	1160430.718583915	1202106.7309870506	7145002.661598063	7405849.314463409	7313382.716771549	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	5.46016268420654e-07	-2.7070614393905212	True	2.648305084745763e-05	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	620799.2493975797	712734.1035715338	684358.9970935669	2837706.288369757	2824816.461934083	2764575.6456134343	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	6.676332046796729e-07	-2.06218675836277	True	5.296610169491526e-05	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P52614	1384592.8241827097	1333732.8749999998	1370004.9450254622	656857.2567437809	640317.3612806507	685315.4324609807	P52614	P52614		fliK	0	4.783049429979349e-06	1.044198253620499	True	7.944915254237289e-05	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	7618148.320931591	9381194.485019917	8736482.74331482	30264767.514616437	28929678.29098289	30526269.723755863	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	7.593210050939503e-06	-1.801663064266505	True	0.00010593220338983052	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	1792449.254919887	1919210.9345021755	2064315.4424195215	8834670.718853917	8815616.788844954	8889262.780389866	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	4.295102592626396e-05	-2.2000073636988033	False	0.00013241525423728814	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	3130943.321211714	3017710.8386030165	2387681.5874512764	10996806.059341967	11968094.695158234	10862562.502669487	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.00010020144472868445	-1.9865061667615953	False	0.00015889830508474578	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	4634760.572834915	4407974.612842213	4394857.250851579	17610962.35228198	17280181.23526795	18136713.32525968	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00011327653413450924	-1.9804757650886256	False	0.0001853813559322034	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P0A722	22113922.865749206	21866010.04902867	21901247.250944067	20296964.137862697	20493075.26518361	20357251.151241016	P0A722	P0A722		lpxA	0	0.00013790600161347173	0.10757782495048748	False	0.00021186440677966104	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
Q47083	14612.04086761308	74711.35938000007	11516.469439995604	444145.856819258	466756.9219931419	492993.0589789685	Q47083	Q47083		cbl	3	0.00014710075936775897	-3.799297834622735	False	0.00023834745762711865	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P45795	1860703.88154178	1593286.0000000005	1621458.5223320671	3365099.619016224	3386254.455838042	3652448.439470682	P45795	P45795		yrdB	0	0.00015150541849593644	-1.0355037275806318	False	0.00026483050847457627	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
