protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	61345.83142376111	32286.244595565808	74607.76145553491	541800.413010482	578302.7500000003	591641.0685670839	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			3	1.570693866818744e-05	-3.3468758840816664	True	2.6329647182727753e-05	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1905565.9462632712	1830020.402034578	1681851.2279209497	3992857.2297805296	3946705.6174242143	3710143.191057252	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	7.86153742743388e-05	-1.1046110215197003	False	5.2659294365455505e-05	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	61345.83142376111	32286.244595565808	74607.76145553491	3185231.2426733305	3129271.597961964	3294840.994209578	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.00010279019336808317	-5.835846654660483	False	7.898894154818326e-05	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	249203.49499681752	267689.47768726497	302126.51553355635	3377523.8085073354	3482487.763109967	3587408.574069503	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.00016275046079984088	-3.6731051407278126	False	0.00010531858873091101	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	61345.83142376111	32286.244595565808	74607.76145553491	768614.8308469374	855404.312500001	788640.8041066603	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			3	0.00017750470349610633	-3.84203332251059	False	0.00013164823591363875	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P33593	637926.9040135245	555638.6142035776	634749.2163069233	73391.3377629832	21705.57421999999	76149.49354797481	P33593	P33593		nikD	3	0.00018128902422975184	3.4163688326717354	False	0.00015797788309636652	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	61345.83142376111	32286.244595565808	74607.76145553491	691502.5019968629	685074.3475825405	692359.7321655822	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	0.0002596050287363121	-3.620298156937445	False	0.00018430753027909427	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P28635	56217851.74721336	55740937.6461648	55468840.827418655	51994456.30524052	52402822.02274875	51955576.69973822	P28635	P28635		metQ	0	0.00036009925838358526	0.0987320690456331	False	0.00021063717746182202	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	61345.83142376111	66737.09348931236	74607.76145553491	1415387.4243531353	1355022.0000000002	1487124.8191784306	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			2	0.0007154721662513106	-4.392666429965405	False	0.00023696682464454977	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P27303	9320626.152949909	9326826.837053658	9378522.974020468	9646065.071533756	9611420.326907218	9627953.519857915	P27303	P27303		emrA	0	0.000717664037048727	-0.04357780312735775	False	0.0002632964718272775	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
