protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	5422410.803261864	5412146.741506362	5467273.049626361	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			3	4.4477271461501106e-09	-5.946449812285194	True	3.0469226081657528e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	3411192.2958207563	3411216.760584514	3362555.213565533	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			3	3.3062473645407035e-08	-5.267856752205481	True	6.0938452163315055e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	2667249.0020995038	2657765.062967622	2605372.427732321	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			3	7.880249118389731e-08	-4.906878916516328	True	9.14076782449726e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	8351896.812608049	8222919.957395615	8321701.963751961	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			3	4.295743645317125e-07	-6.557359858191374	True	0.00012187690432663011	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	1462222.0105869628	1405937.2023248426	1448174.828149645	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			3	9.842667619391671e-07	-4.029294257451663	True	0.00015234613040828764	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	1006641.9829784556	994557.5567655148	1066215.612171075	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			3	6.9054548349010114e-06	-3.5365111760507006	True	0.0001828153564899452	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	19475500.978201594	19209430.15339564	19241645.691106644	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			3	7.2837606431638154e-06	-7.77564124434329	True	0.0002132845825716027	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	1054777.8429064588	1014195.270669902	1031986.656022516	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			3	1.3626473065491988e-05	-3.5522025473675334	True	0.00024375380865326022	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	2255676.711129026	2354996.1090265806	2235653.0990488757	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			3	1.3775005588239999e-05	-4.694817711596292	True	0.0002742230347349177	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	834491.8305704815	768285.3198380383	776173.2282944104	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	1.6625077763583886e-05	-3.169812917792287	True	0.0003046922608165753	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00811	2077182.1301331576	2101846.7356905	2150659.003401153	1593656.613554292	1534469.6473210095	1608122.7224064306	P00811	P00811		ampC	0	7.076135332637451e-05	0.41838943392027683	False	0.00033516148689823283	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	28408839.68372804	27973394.67560764	28899762.08561	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			3	8.234823154551836e-05	-8.333657044905197	False	0.0003656307129798904	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P76594	2296488.5908643105	2315333.749999999	2273577.3453138303	1766508.132661827	1830987.9356550009	1778625.2001954934	P76594	P76594		yfiQ	0	0.00011057693021653702	0.35697472169601646	False	0.00039609993906154783	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	2578173.9746291176	2705582.276319493	2772432.1025779853	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.00013264229655956717	-4.929585152066947	False	0.0004265691651432054	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	3708423.6798167992	3661533.0036002113	3483491.367038922	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			3	0.00014607087977157212	-5.359569280775341	False	0.0004570383912248629	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	7941602.599726128	8363849.692479755	7924303.813243709	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	0.0002579356717129611	-6.518195715856923	False	0.00048750761730652044	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	6080458.498122452	6327731.199768174	5898484.051548995	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.0003204937038494688	-6.11378551596982	False	0.0005179768433881779	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	8295550.982282554	8189458.037370412	8760127.425545702	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			3	0.000382852656284997	-6.577421307937925	False	0.0005484460694698354	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	2673860.225769192	2839563.8280025595	2589091.5634171497	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			3	0.0003842760322071578	-4.9378576344135094	False	0.000578915295551493	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	12220135.233624358	11865978.404146628	11364258.480627803	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.00041664041785545095	-7.0672166043783085	False	0.0006093845216331506	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A800	157742903.94993922	156204310.2735139	158301632.71414915	146418375.83995366	147011169.63715768	147786187.0674561	P0A800	P0A800		rpoZ	0	0.00042032897122747125	0.09806303967361894	False	0.000639853747714808	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AG55	677713800.2904611	687632669.8779538	683267679.6521384	728798789.5611982	721445882.4530975	723914233.5029641	P0AG55	P0AG55		rplF	0	0.0004646433060900947	-0.08580910554811874	False	0.0006703229737964657	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	10535468.64464504	11349593.932212804	11250674.256417062	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			3	0.0005128184743777201	-6.969803833748233	False	0.0007007921998781232	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	4166575.098356525	3914435.161488218	3798075.57105563	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			3	0.0005627979190230133	-5.489839649140681	False	0.0007312614259597808	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A717	158163336.61049148	160423242.5271419	162053536.381899	177647299.53221554	182227280.80140135	178273064.87608853	P0A717	P0A717		prs	0	0.0006114046358334055	-0.16304497756866035	False	0.0007617306520414382	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A746	3356843.699952134	3173606.767891168	3325084.6417478523	2566743.3107154123	2470620.754219658	2337507.886343472	P0A746	P0A746		msrB	0	0.0007810469510687191	0.41831620471129594	False	0.0007921998781230957	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	3531366.9061271	3618042.8020445714	3247077.6951483767	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			3	0.0008157801859092688	-5.297512009304104	False	0.0008226691042047533	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0AAJ3	18004915.35419297	17785615.931605365	18006675.851903286	16745809.578319471	16994481.735024482	16993952.646052837	P0AAJ3	P0AAJ3		fdnH	0	0.0008199344008023582	0.08457142965006885	False	0.0008531383302864108	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	7594547.143656016	7091917.852549625	7881070.508903116	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.0008935172351004633	-6.415664710194436	False	0.0008836075563680684	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A7S3	164608446.25939834	166548989.32597673	165760845.98375988	159641056.3795081	159208820.78135458	158214271.21139368	P0A7S3	P0A7S3		rpsL	0	0.0010187984808733561	0.0588253483704766	False	0.0009140767824497258	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	1709525.0612470857	1962439.162403658	1921647.3029897008	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.0011438150546069625	-4.403267801032283	False	0.0009445460085313834	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A6M8	1264309798.9604435	1270064774.915674	1269671563.468066	1305848003.559916	1316579181.809074	1315224780.7038364	P0A6M8	P0A6M8		fusA	0	0.001172735576428048	-0.049800858582913284	False	0.0009750152346130409	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEK4	162391371.14702475	161108341.06763378	156637283.84815302	176213884.0995411	181318873.98477677	180087115.3595084	P0AEK4	P0AEK4		fabI	0	0.0012641083039961307	-0.16314036473588778	False	0.0010054844606946984	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37666	31881536.49727367	32647519.3941666	32139399.12179772	34701590.430356145	35049730.11492616	34507754.5928259	P37666	P37666		ghrB	0	0.0012703001106544026	-0.1090558779094062	False	0.0010359536867763559	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	900426.2850311523	827561.8749999995	728616.4089222361	2543675.227176742	2772871.558180204	2971555.5995209026	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.0013659514895190067	-1.7543761742728847	False	0.0010664229128580134	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	1813414.9236047969	1617680.9982766956	1885131.1375826637	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	0.001371441729703813	-4.329890462505646	False	0.0010968921389396709	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P22523	36184661.98976077	35589927.967890814	36069683.29737051	32830721.77806781	33521800.761048608	33608795.738196835	P22523	P22523		mukB	0	0.0014483200413118204	0.1095077358182307	False	0.0011273613650213286	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31550	3163337.230262153	3173971.303436938	3215649.3182211136	2902918.769838418	2807678.372622992	2866218.69987888	P31550	P31550		thiB	0	0.0015396390651445527	0.15550535528666296	False	0.001157830591102986	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37648	14376445.365483966	14129801.10016963	14058911.854364794	12863668.409322591	13188006.493659182	13180402.389382206	P37648	P37648		yhjJ	0	0.0015795368996329858	0.11763927006670563	False	0.0011882998171846436	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	124118.49620372876	82822.6093799999	57407.25082139107	4232899.10866431	3665474.070348478	4019050.192634408	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			3	0.0015986215726575194	-5.494488182023933	False	0.001218769043266301	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0AG44	449095883.6170557	433681827.75404257	444900371.4798461	489773242.8430396	495760493.0568417	483415885.25527054	P0AG44	P0AG44		rplQ	0	0.001633137199600288	-0.1458795341160019	False	0.0012492382693479588	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A850	1114019244.376884	1119312040.6990218	1123026628.583743	1144419996.1788516	1149287036.1742408	1142172066.434381	P0A850	P0A850		tig	0	0.001668014615292038	-0.03378270263495574	False	0.001279707495429616	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06961	2141936.1947334306	2005254.9201481217	2078898.5826388004	1553000.745993815	1590052.325997443	1704796.2015036612	P06961	P06961		cca	0	0.001741484183041083	0.3609815173833389	False	0.0013101767215112736	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AA43	16824381.734327145	17225341.703619074	17076745.654668234	18397745.729434174	18332963.79371262	18155504.574860107	P0AA43	P0AA43		rsuA	0	0.0018097657255435717	-0.10237343581349816	False	0.0013406459475929313	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
