protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	15633904.733962145	15460500.169555675	15195496.36358818	26327921.267396934	26075399.637871888	26287507.985119067	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	2.002901611328812e-06	-0.7654980195696689	True	3.071253071253071e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	2283910.8144661128	2272823.524724464	2453935.136758883	4788704.720588068	4851863.582125767	4698974.067607628	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	9.56963093516004e-06	-1.0323748583965426	True	6.142506142506142e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	12891311.12425305	12928494.963678658	12308331.04802171	21490636.33968243	21799022.558055382	21946334.05924882	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	1.1365849330359054e-05	-0.7748121233404358	True	9.213759213759215e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	598718.1875117724	610393.2500000003	642758.0721676103	1102616.976525677	1066213.90594647	1066279.9238292046	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	1.4323060849488793e-05	-0.8048326830741003	True	0.00012285012285012285	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	3263318.194002889	3520374.565378615	3238569.1412076983	5333419.045423511	5599720.464642516	5538449.10103428	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	6.413436263362133e-05	-0.7167715595501961	False	0.00015356265356265356	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	5981739.108471059	6275157.283095856	6132323.2096022	10000706.832544308	10105695.311174417	10070322.404014245	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00010762997590049073	-0.7145759646862327	False	0.0001842751842751843	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	3431151.257887572	3040111.477311325	2997168.216868437	5955227.146847769	6282373.304128883	6182569.695711873	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.00012847135841976713	-0.9600891112309907	False	0.000214987714987715	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	1116372.3412946165	1231632.489046746	1281608.953674417	2352535.7493682117	2190665.1070587854	2173429.502874759	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	0.00018986141984048808	-0.8879215906517328	False	0.0002457002457002457	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	304165.8147035912	292141.3749999997	329348.04852074286	573805.1916641046	544357.8885303698	594423.5435826716	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.00021213913170515535	-0.8876300978383428	False	0.00027641277641277643	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	2798088.2204639358	2438488.2154040104	2484415.570918065	4660419.837166931	4428623.213989858	4829099.8778068	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.00021886532110457893	-0.8501086034641048	False	0.0003071253071253071	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	1336146.8188089756	1433287.357939963	1553250.712466175	2437763.3152464502	2599088.5993797337	2568239.6407681447	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0002286035747659101	-0.8150379443047772	False	0.00033783783783783786	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	874824.3445024891	797923.412744508	659243.6873860159	1786547.2495462578	1971559.9255472708	1805553.432828012	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.00024293213783661073	-1.2544719201507268	False	0.0003685503685503686	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P0A6N4	100710011.00630715	100983304.76384015	99811409.52296267	108296876.21651524	108783093.32361068	107186639.3496081	P0A6N4	P0A6N4		efp	0	0.0003289479608565192	-0.10499985825431045	False	0.0003992628992628993	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P42632	17717955.613047503	17878562.070197623	17965675.156446617	18945410.357163068	18898835.718227863	19107870.951078475	P42632	P42632		tdcE	0	0.0003339282563429675	-0.08853444494937186	False	0.00042997542997543	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	485082.0532375313	430332.2811999998	445754.67796805466	805366.2579468708	741773.9124768696	749190.0925375412	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.00034302056132539234	-0.7544839350963872	False	0.0004606879606879607	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P06961	2327140.563699557	2336514.735900784	2392775.715441884	1906557.899920025	1929938.6723598568	1941775.0200622284	P06961	P06961		cca	0	0.000372383632898796	0.28830066953071304	False	0.0004914004914004914	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	857042.9998335661	796865.5624999991	782469.0383154309	1255690.193670376	1242339.662569267	1341009.192612102	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	0.0004165840496061284	-0.6560074887826747	False	0.0005221130221130222	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	1751432.120912248	1586088.0589360502	1763327.170708279	2737761.655469229	2796132.576079026	3002313.344261572	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.0005418912399630278	-0.7428583318790003	False	0.0005528255528255529	True	True	Human	True	False	False	True	umpire	directlfq	min	0.5
