protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AB06	912593.5007114288	909679.874999999	917368.212093455	1195296.795264612	1206391.482641368	1210753.40511711	P0AB06	P0AB06		ycbK	0	1.649860672463309e-05	-0.39898713214641557	True	3.050640634533252e-05	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	55745342.04715845	55895533.34816557	55091046.6403468	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			3	1.8437700586123372e-05	-8.388551433250242	True	6.101281269066504e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	4878393.911379985	2515044.9429448554	3307029.886483468	30084105.196932923	30373685.002434056	28810862.59934764	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	1.859672789938872e-05	-3.060479657426741	True	9.151921903599757e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	6149384.180211032	3873275.6357016	383799.1158239606	108744762.4215756	109727840.22323452	111404487.14360584	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	2.0330838945713437e-05	-4.9863774423777425	True	0.00012202562538133008	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	51175001.54114467	52012192.112751245	51975067.80545453	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			3	2.6460006607767424e-05	-8.284798796183214	True	0.0001525320317266626	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A850	1354866673.7890658	1355447262.3660817	1347518141.73266	1236053082.8232634	1231825771.352676	1235328704.9695115	P0A850	P0A850		tig	0	3.3237048417113885e-05	0.13193375176565675	False	0.00018303843807199513	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	534350.3243858535	14196460.246606862	15092215.163632192	14549994.848415412	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			2	3.3869762962441784e-05	-5.609936123571717	False	0.00021354484441732765	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	110213820.15510976	108692184.9831426	107985160.55165485	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	3.616633081455305e-05	-9.35983147651403	False	0.00024405125076266016	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	38186248.82984704	37642683.69403558	37360337.14210662	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			3	3.877265945679219e-05	-7.829758285326262	False	0.0002745576571079927	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	43588818.7978974	42896644.46972438	42627546.65763361	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			3	4.240271915485771e-05	-8.019655467543219	False	0.0003050640634533252	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	236072.26559652347	178907.49999999994	134241.31798622434	92125294.2062676	93295660.15311672	91170413.41650522	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			2	4.295320419194669e-05	-8.976153407399433	False	0.00033557046979865775	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	184374.17340474424	178907.49999999994	134241.31798622434	354498990.9787213	355387870.11915064	347539894.4842662	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			3	4.95605290656883e-05	-11.0535069190812	False	0.00036607687614399027	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
