protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P11875	73005030.5583369	72956856.73163056	73350121.38736613	70296798.57284203	70341968.27611756	70592741.57192747	P11875	P11875		argS	0	0.00011024382991856258	0.05415975972262823	False	3.1525851197982345e-05	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A796	130534853.7674484	133034796.7324144	131579069.42001928	140989014.61819947	143282810.61556157	141869163.46775347	P0A796	P0A796		pfkA	0	0.0004850687596850501	-0.1089350903510281	False	6.305170239596469e-05	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ADY3	124882339.54408836	123578004.3200717	123299325.75290018	147400296.87815303	143795093.67125538	146196421.78487703	P0ADY3	P0ADY3		rplN	0	0.0004870982677721297	-0.23455594656856302	False	9.457755359394705e-05	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A858	254561598.56702992	248587526.4394564	249819142.2666351	275198298.3861414	273985031.4321922	279715565.11318964	P0A858	P0A858		tpiA	0	0.0005588813599202151	-0.1386070735626093	False	0.00012610340479192938	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AEQ6	1588984.4562426372	1544322.625000001	1482585.9841184048	1165935.514536706	1089559.2223011567	1099609.5897583023	P0AEQ6	P0AEQ6		glnP	0	0.0005760752757790051	0.46025217443835764	False	0.00015762925598991173	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A6H1	125818037.0959789	124907292.19726098	125602434.9029492	116827855.75844473	116649347.49813966	116632793.29107425	P0A6H1	P0A6H1		clpX	0	0.0005890193385430348	0.10418147548161641	False	0.0001891551071878941	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P65870	10033589.295780765	10184584.29798262	10256643.730643649	9098609.423311034	9164169.788874447	9036180.845714375	P65870	P65870		queD	0	0.0006038930376696834	0.15877157955874413	False	0.00022068095838587645	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7L3	100916037.3039842	104547219.33059353	100642251.52029356	80518215.34701991	84303364.04734908	85080861.19893983	P0A7L3	P0A7L3		rplT	0	0.0006183528983699989	0.29266401426915467	False	0.00025220680958385876	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7T7	172159087.6422925	163490580.07171035	163165210.36703938	206817001.63629755	218417261.77886415	208398265.91044813	P0A7T7	P0A7T7		rpsR	0	0.0008013276710564183	-0.3451419052954668	False	0.0002837326607818411	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76270	7850660.373810306	8274994.487790068	8031974.379120898	6402312.854208195	6229982.524145131	6475363.28399372	P76270	P76270		msrC	0	0.0008940401000923832	0.3383278697603258	False	0.00031525851197982345	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A6P9	800423394.3208283	786187982.0418626	793577640.5010332	838075180.3796723	840820572.0893737	847267353.1099681	P0A6P9	P0A6P9		eno	0	0.0011621018284918919	-0.08587164577630413	False	0.00034678436317780585	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A8J2	1072459.198324695	1075051.4999999998	1053489.2219385807	1130532.9424071903	1151295.0343126017	1142598.1694682874	P0A8J2	P0A8J2		dnaT	0	0.0012803368052846987	-0.09733960540075685	False	0.0003783102143757882	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ABP8	241305484.365406	237347321.3539769	229535786.0337083	281391923.1219599	278289632.5415564	274486182.56921214	P0ABP8	P0ABP8		deoD	0	0.0013733987821727656	-0.23620391303819324	False	0.0004098360655737705	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A6P1	976693284.7613204	987919268.5772572	966331054.7200844	1054212513.8535916	1083645204.0353727	1063125372.9027388	P0A6P1	P0A6P1		tsf	0	0.0016773115946020793	-0.12714984530696172	False	0.0004413619167717529	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7W1	343537671.06868106	344591245.5019506	333426895.7517903	424313353.64845854	402484075.4985736	412604617.5092536	P0A7W1	P0A7W1		rpsE	0	0.0016948210470091366	-0.27887622845115956	False	0.0004728877679697352	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7E9	16784232.60868771	16181602.27443523	16264312.287919346	18852110.820685297	18145508.84151165	18426205.89210549	P0A7E9	P0A7E9		pyrH	0	0.0018265776232588278	-0.1709642418791342	False	0.0005044136191677175	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
