protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	1380262.6061475978	1276920.122217264	1297831.0507342464	20274234.45463877	20251312.179618098	20113570.617375348	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	1.1576374332713669e-08	-3.938494125654234	True	3.050640634533252e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	3883072.644647841	4002952.120048194	3622426.5667743743	63874031.43244842	64307260.8916787	64524680.88395518	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	3.6708040327273936e-08	-4.065635679652148	True	6.101281269066504e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	3864389.6009021136	4519570.867434281	4817713.811311483	44807710.72845392	44467148.06270739	43562452.36955104	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	2.8195573805741567e-07	-3.3308676121792495	True	9.151921903599757e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	9532744.59629064	13050306.973063905	10817428.340991126	111770670.76140012	114347695.02270512	113209448.12967776	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	4.63928266922222e-07	-3.3447389521292443	True	0.00012202562538133008	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	3655610.596387433	4548764.445294345	3767405.9830254745	26721263.20358321	27252602.109530337	26172853.197308056	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	7.876042316473699e-07	-2.743005656639519	True	0.0001525320317266626	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	24176025.28395285	24074197.70336816	22911702.64160627	339494282.0265312	341723233.4156904	343658813.2475331	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	1.8496082086092238e-06	-3.848200470522502	True	0.00018303843807199513	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	7542093.328498066	7254650.39713654	7901768.456484798	108486604.23314305	108303240.39805552	106858008.1374496	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	2.9131497435695863e-06	-3.83375529089985	True	0.00021354484441732765	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	3804152.543199156	2522316.9352248395	3617050.881904936	36126346.27143184	35719932.967067674	36463855.84340692	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	4.649083646864538e-06	-3.4452677310597575	True	0.00024405125076266016	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	3526215.5895210486	3047427.103209852	3163701.652632242	50381086.24488918	49981036.39326089	51196104.822181135	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	5.059922886616896e-06	-3.9602000004778577	True	0.0002745576571079927	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	1397033.0007385924	1224063.735084953	955823.5317262756	7451902.877388115	7487523.657193234	7894473.145776994	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	5.194641124585464e-06	-2.67438740585948	True	0.0003050640634533252	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	6735287.042318354	8355420.284056604	7194481.009220009	90489531.24719162	91740052.05943072	88427726.30759825	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	6.031709995403036e-06	-3.6023102927407513	True	0.00033557046979865775	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	1682355.2098884026	2098663.052335477	2381074.746061733	27888368.637757283	29081600.240009025	28959322.60323086	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	7.690647475038929e-06	-3.8016576363340877	True	0.00036607687614399027	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	1366865.3853456797	2300018.2406506897	1234255.561350694	28786636.997994702	29324744.546004657	29154028.359732203	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	8.961028415928864e-06	-4.154220890951067	True	0.0003965832824893228	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	7194122.790649983	9437765.3712966	8599818.983209271	76607194.61749542	77428308.84370074	76955628.87590742	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	1.3880971766609256e-05	-3.194527742545782	True	0.0004270896888346553	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	1842132.7594004543	1999726.256304138	3358361.741397079	18920201.01859788	20279042.80623035	19694279.11357257	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	1.4196133071042118e-05	-3.0319959313149782	True	0.0004575960951799878	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	6375071.4993737945	6403015.052030495	6326680.791427371	79548963.25792034	78636234.85575742	78679086.57571694	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	1.5136250978470645e-05	-3.6320560860262745	True	0.0004881025015253203	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	4821740.501738525	5108013.737517941	4543519.524261951	83773667.09477533	84383845.21628088	85784802.29582745	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	1.728688991857111e-05	-4.133037619980411	True	0.0005186089078706529	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	8824442.14919001	7667052.941174544	8329944.726373875	123452427.02323778	126244751.6437582	122262612.37592514	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	3.274858967243867e-05	-3.90548796463697	False	0.0005491153142159853	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	10483477.981142163	7955102.766247142	8142363.392367747	67633671.85095583	69765713.2815701	64443966.65724948	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	5.467158002580409e-05	-2.9247718145400787	False	0.000579621720561318	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	1483482.156590072	3513054.458578164	1412890.9490140823	30588600.18471447	29516749.883494813	29623559.26655337	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	5.701113191843638e-05	-3.807305456759694	False	0.0006101281269066504	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	3110468.9253675058	4038297.7656013295	3055279.889379921	42590334.08972792	45167001.315223455	44764377.612219565	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	6.479611113414012e-05	-3.6990154624554212	False	0.000640634533251983	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0C960	175528.14453308884	171154.1250000002	188746.0256705205	59146.58636312427	47775.50011384474	63181.62978067486	P0C960	P0C960		emtA	3	7.365428258235173e-05	1.6542787216283652	False	0.0006711409395973155	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	175528.14453308884	171154.1250000002	188746.0256705205	8767557.451648857	8966984.315504136	9045719.104790209	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			3	8.42051744401716e-05	-5.644332822542483	False	0.000701647345942648	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	22460535.41095078	22384439.81677359	14585226.609565131	80231234.56472442	80838486.30083574	85901296.07797052	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	9.416088982049983e-05	-2.0550735598333336	False	0.0007321537522879805	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	6321746.172248176	6676617.4145025285	6416376.774415259	64624838.64934329	62373276.39899485	62895802.0240678	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.00010200811141633033	-3.2899693730360835	False	0.000762660158633313	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
