Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	2.0562432237243186e-08	-2.282981859361314	7.6869255159054575	down		ids:P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	True	True	2.9239766081871346e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	3.3166411831149817e-07	-1.9285200210344868	6.47930151088099	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	5.847953216374269e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	7.566905091520558e-07	-2.0938345894967156	6.1210817131696595	down		ids:P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	True	True	8.771929824561404e-05	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	8.261065084860573e-07	-2.036356734497126	6.082963956231935	down		rplO	True	True	0.00011695906432748539	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	2.530545243803256e-06	-1.883758394766332	5.596785893503014	down		aroC	True	True	0.00014619883040935673	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	2.630733515073244e-06	-2.090435805306978	5.579923142334172	down		carB	True	True	0.00017543859649122808	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	2.7705776430008196e-06	-1.828412209892349	5.557429674612785	down		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	0.00020467836257309944	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	3.088104553770647e-06	-1.7828761623299698	5.510308004205157	down		ids:P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	True	True	0.00023391812865497077	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P77690	3.151198212103094e-06	-0.4560844626581009	5.501524278604722	non_sig	arnB		False	True	0.0002631578947368421	True	Ecoli	False	True	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	3.205636790118074e-06	-2.273121208889947	5.494085686281127	down		dnaE	True	True	0.00029239766081871346	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	4.634198163200712e-06	-2.109704931795129	5.334025399258921	down		ids:P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	True	True	0.0003216374269005848	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	5.801545803033682e-06	-1.671107517117239	5.236456274664244	down		mutH	True	True	0.00035087719298245617	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	9.016557878378042e-06	-2.1298365891075974	5.044959225177828	down		ids:P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	True	True	0.0003801169590643275	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	1.5717140255519776e-05	-1.9175061467373027	4.803626471288299	down		aroD	True	True	0.0004093567251461989	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	1.664371968607586e-05	-1.7845701365174165	4.778749607215524	down		pgl	True	True	0.0004385964912280702	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1.8635021597211585e-05	-2.500862856173814	4.729670099580687	down		ids:P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	True	True	0.00046783625730994154	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	2.102071893778579e-05	-2.5553038618734867	4.677352434579243	down		mltB	True	True	0.000497076023391813	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	2.205176901793541e-05	-2.3056130204697105	4.656556565202448	down		pepD	True	True	0.0005263157894736842	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	2.237200122829796e-05	-1.2737305424728085	4.650295165499564	down		pepA	True	True	0.0005555555555555556	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	4.0823888694001566e-05	-2.496494799874945	4.389085628774562	down		ids:Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	True	False	0.0005847953216374269	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	4.3038892574381536e-05	-1.5896010087296162	4.366138911947215	down		gadC	True	False	0.0006140350877192983	True	Human	True	False	False	True	umpire	AlphaPeptStats	randomforest	1.160964047443681
