protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	28496907.95608144	28505852.987043947	28361570.270016637	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	1.67589544008863e-06	-8.31564855131618	True	3.0450669914738125e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A9L8	2301408.210931293	2479611.718089074	2433934.8863302385	5132494.495006744	5303202.833610196	5328963.16639366	P0A9L8	P0A9L8		proC	0	4.873976070099764e-06	-1.12763183594528	True	6.090133982947625e-05	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	41701756.54790285	41228841.730370864	41238653.672108434	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	1.3759289687934527e-05	-8.856251231767274	True	9.135200974421439e-05	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	77452.29319574843	1746997.7576526504	89109.35335216208	19865259.877849866	20748089.593953792	19340434.28233302	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			2	1.967462744267359e-05	-4.969520213116971	True	0.0001218026796589525	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	2226382.0402988237	2184592.255227397	2144409.5300981626	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			3	3.9097853892555386e-05	-4.612767333440873	False	0.0001522533495736906	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	13379427.522702856	15363153.830462188	14594335.555565633	27732018.784737453	29799760.066927765	28811561.74423777	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	6.667642236775161e-05	-0.9944883909551733	False	0.00018270401948842878	True	False	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	1528006.4774341432	101365.54690000004	89109.35335216208	11069047.222664837	11853994.28327307	12499185.721204974	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			2	6.794391767205518e-05	-4.365448803465548	False	0.0002131546894031669	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	18848621.79588749	19044146.18454059	19399967.73340117	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	7.006800621057125e-05	-7.740367401617536	False	0.000243605359317905	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	22916601.770089947	22170211.77938796	22467054.88801039	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			3	9.215789743820472e-05	-7.978053560979677	False	0.0002740560292326431	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	77452.29319574843	101365.54690000004	89109.35335216208	33862069.67142488	32869456.25011072	33868824.0679598	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	9.79022487835355e-05	-8.552578593062757	False	0.0003045066991473812	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
