protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P68206	2833967.3318454027	2852042.932135296	2755654.908093172	3925174.392619568	3937713.270875237	3984065.8580706334	P68206	P68206		yjbJ	0	2.9416021396719416e-05	-0.48891660072835325	True	3.0731407498463434e-05	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A9X9	94872141.25339276	93233801.10907345	93010173.22154288	79790367.99823801	79786276.13717115	80804725.18217207	P0A9X9	P0A9X9		cspA	0	0.00017960441339387112	0.2258410769185517	False	6.146281499692687e-05	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P10100	7463482.752850408	7454198.084668658	7386348.3255435005	7999716.825324193	7917680.182015559	7911863.842875427	P10100	P10100		rlpA	0	0.00019455281504851277	-0.0954298491944644	False	9.219422249539031e-05	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	145760.0957739577	161779.67190000002	177432.79623297614	945912.892304662	995254.5853767708	1033923.2269745594	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			3	0.00027027162510308213	-2.6169586161142093	False	0.00012292562999385374	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	145760.0957739577	161779.67190000002	177432.79623297614	345030.4539476281	314789.08559415955	313380.3350548879	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			3	0.0003200693095170194	-1.004833001580842	False	0.00015365703749231714	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A825	150634946.6486963	149300626.9093889	150788065.89223066	157051706.52582237	157954228.96010587	158695558.46038887	P0A825	P0A825		glyA	0	0.0003343603373853666	-0.07173510368010826	False	0.00018438844499078062	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7X3	163505142.5267951	161771295.99887696	166231373.9326899	192368372.7123686	198912527.4802248	195146443.23562828	P0A7X3	P0A7X3		rpsI	0	0.0003371190042008226	-0.2547380255651065	False	0.00021511985248924402	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAI9	32991488.705203693	32689597.15772002	33204276.915184267	30580568.23772163	31018909.30700342	30768271.471994508	P0AAI9	P0AAI9		fabD	0	0.000432006463714403	0.0983677756497907	False	0.00024585125998770747	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P67244	477467.9606500948	466766.4374999999	484339.5946349483	400135.7409843333	408682.8309420006	391202.2693893942	P67244	P67244		yqhA	0	0.0004479536752772877	0.25151630039030504	False	0.00027658266748617087	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P28635	65682546.17615999	67165091.52321324	65355553.63549656	56893286.27685113	57218985.06590929	58781624.2829579	P28635	P28635		metQ	0	0.0004759361420878582	0.19709325945323458	False	0.00030731407498463427	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABP8	236886016.6897904	243835662.16292167	232071367.9002001	290541209.5805385	285766191.12550044	282536976.4248565	P0ABP8	P0ABP8		deoD	0	0.0005878966890798785	-0.2689134747160373	False	0.0003380454824830978	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	145760.0957739577	161779.67190000002	177432.79623297614	277194.34754604514	303788.4281582972	310593.39310329175	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.0006189428967073934	-0.8784549221133799	False	0.00036877688998156123	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A9L8	2312780.211657812	2403694.589687723	2259362.6528957905	3630706.830593085	3921198.994742824	3764362.342936759	P0A9L8	P0A9L8		proC	0	0.0006547818529626141	-0.6979599416302225	False	0.0003995082974800246	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P45578	54524175.73109285	53034114.27016452	51763940.92048221	74056675.60236117	69618089.64756836	71685459.43661639	P45578	P45578		luxS	0	0.0006566157197323972	-0.43480423382961764	False	0.00043023970497848803	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7U3	215398076.23925105	207019164.93037155	214716963.04360425	245892308.68884185	243490221.87104285	250405207.588092	P0A7U3	P0A7U3		rpsS	0	0.0007565605206028181	-0.2155140983983958	False	0.00046097111247695143	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
